bentuk_pendidikan,nama,npsn,status,alamat,desa,kecamatan,lintang,bujur
SMP,SMP NEGERI 2 PETANG,50101634,Negeri,-,NULL,Petang,-8.603966,115.1770912
SMP,SMP NEGERI 3 PETANG,50101638,Negeri,-,NULL,Petang,-8.603966,115.1770912
SMP,SMP NEGERI 4 PETANG,50103859,Negeri,-,NULL,Petang,-8.603966,115.1770912
TK,PAUD KUMARA NGURAH RAI II,50104713,Swasta,-,NULL,Petang,-8.603966,115.1770912
TK,TK GIRI TUNAS KUMARA,69967081,Swasta,-,NULL,Petang,-8.603966,115.1770912
TK,TK HINDU DHARMA SASTRA,50104646,Swasta,-,NULL,Petang,-8.603966,115.1770912
TK,TK KARTIKA YASA I PETANG,50104706,Swasta,-,NULL,Petang,-8.603966,115.1770912
TK,TK KARTIKA YASA II PETANG,70004159,Swasta,-,NULL,Petang,-8.603966,115.1770912
TK,TK KARTIKA YASA IV,50104707,Swasta,-,NULL,Petang,-8.603966,115.1770912
TK,TK KUMARA NGURAH RAI I CARANGSARI,50104712,Swasta,-,NULL,Petang,-8.603966,115.1770912
TK,TK KUMARA SARI III SULANGAI,50104717,Swasta,-,NULL,Petang,-8.603966,115.1770912
TK,TK KUMARA SARI IV SULANGAI,70005884,Swasta,-,NULL,Petang,-8.603966,115.1770912
TK,TK TUNAS HARAPAN I PELAGA,50104775,Swasta,-,NULL,Petang,-8.603966,115.1770912
TK,TK TUNAS HARAPAN II PELAGA,50104774,Swasta,-,NULL,Petang,-8.603966,115.1770912
TK,TK TUNAS MEKAR BELOK,50104778,Swasta,-,NULL,Petang,-8.603966,115.1770912
